10
100*(x2-x1^2)^2+(1-x1)^2+100*(x3-x2^2)^2+(1-x2)^2+100*(x4-x3^2)^2+(1-x3)^2+100*(x5-x4^2)^2+(1-x4)^2+100*(x6-x5^2)^2+(1-x5)^2+100*(x7-x6^2)^2+(1-x6)^2+100*(x8-x7^2)^2+(1-x7)^2+100*(x9-x8^2)^2+(1-x8)^2+100*(x10-x9^2)^2+(1-x9)^2+0
#Iteração 	| Newton Padrão 	| Newton Inexato
0 		| 9.27090000000002e-02	| 9.27090000000002e-02	| 
1 		| 1.72793152576010e-04	| 1.31764571773451e-04	| 
2 		| 1.00128041093658e-06	| 8.22313073504285e-05	| 
3 		| 1.39877015511609e-12	| 5.94446926044240e-05	| 
4 		| 1.17533660920260e-22	| 3.15033119038868e-05	| 
5 		| 9.23583556690786e-28	| 9.62716530195186e-06	| 
6 		| 1.38708864231473e-27	| 2.71373513800226e-07	| 
7 		| 3.32307656324356e-29	| 3.34222460014565e-06	| 
8 		| 1.64871929191195e-27	| 1.35850325702458e-05	| 
9 		| 2.47998147078857e-29	| 2.39243330230310e-05	| 
10 		| 2.38630423829356e-29	| 2.89080473641430e-05	| 
11 		| 1.13300147512370e-28	| 2.67142535530254e-05	| 
12 		| 6.61410565221233e-28	| 1.91327999078595e-05	| 
13 		| 4.27710522049511e-28	| 9.97021321510564e-06	| 
14 		| 2.65242153428917e-28	| 2.93618243622775e-06	| 
15 		| 1.23382775957224e-29	| 5.75406736751297e-08	| 
16 		| 2.86159293368923e-28	| 1.18480480811883e-06	| 
17 		| 5.01912750946862e-28	| 4.54506651716306e-06	| 
18 		| 8.86359182725677e-29	| 7.85857391480664e-06	| 
19 		| 3.08074835392097e-28	| 9.41515575367626e-06	| 
20 		| 4.81846101670311e-28	| 8.66725776004526e-06	| 
21 		| 7.65195078064399e-29	| 6.20042366560793e-06	| 
22 		| 2.37212939390291e-28	| 3.23199544323965e-06	| 
23 		| 7.45522859240426e-28	| 9.51937412644693e-07	| 
24 		| 2.33453524138843e-29	| 2.33925183787995e-08	| 
25 		| 1.60286675179594e-28	| 3.50768602195696e-07	| 
26 		| 1.94503516943556e-28	| 1.39320178077942e-06	| 
27 		| 6.43168156788006e-29	| 2.43576656193682e-06	| 
28 		| 1.00929822442371e-27	| 2.93358577910555e-06	| 
29 		| 9.72073850458600e-28	| 2.70744731975973e-06	| 
30 		| 1.60853668955222e-29	| 1.93892024957280e-06	| 
31 		| 2.56922136069161e-28	| 1.01110687035229e-06	| 
32 		| 2.88131445631971e-28	| 2.98166947439949e-07	| 
33 		| 3.82967317581513e-29	| 7.48466512377177e-09	| 
34 		| 3.41182341508091e-29	| 1.08302178588352e-07	| 
35 		| 2.02811208351665e-28	| 4.31954379941733e-07	| 
36 		| 4.39789954660709e-29	| 7.56518445908905e-07	| 
37 		| 1.41324431170345e-27	| 9.12876861832175e-07	| 
38 		| 1.85998610309141e-29	| 8.44728030433403e-07	| 
39 		| 8.44463273087446e-28	| 6.07256946991215e-07	| 
40 		| 1.89326617253049e-28	| 3.18612031906906e-07	| 
41 		| 9.47619162396752e-29	| 9.52368871734516e-08	| 
42 		| 3.41675379573851e-29	| 2.76496123409611e-09	| 
43 		| 1.61371358924277e-28	| 4.12089247380325e-08	| 
44 		| 1.40885627291815e-29	| 1.63865060596940e-07	| 
45 		| 8.80171555000374e-28	| 2.86624897778894e-07	| 
46 		| 6.39470371294792e-29	| 3.45427734652497e-07	| 
47 		| 2.76840873925999e-29	| 3.19111691096955e-07	| 
48 		| 9.04724850675348e-30	| 2.28864490035737e-07	| 
49 		| 4.39247612788386e-28	| 1.19631217028576e-07	| 
50 		| 8.11047618180357e-28	| 4.52999512155139e-08	| 
Tempo total 	| 4.68198699997738e+01	| 2.20861150007695e+01	|
Tempo SL 	| 1.53840420013294e+01	| 7.28335800115019e+00	|
#

